Datetime,Open,High,Low,Close,Adj Close,Volume
2023-06-12 09:15:00,245.9499969482422,245.9499969482422,243.14999389648438,244.60000610351562,244.60000610351562,191242
2023-06-12 09:30:00,244.64999389648438,246.39999389648438,244.4499969482422,246.3000030517578,246.3000030517578,451013
2023-06-12 09:45:00,246.25,246.25,244.89999389648438,245.25,245.25,318464
2023-06-12 10:00:00,245.3000030517578,245.9499969482422,245.3000030517578,245.39999389648438,245.39999389648438,146636
2023-06-12 10:15:00,245.39999389648438,245.75,245.0500030517578,245.60000610351562,245.60000610351562,116047
2023-06-12 10:30:00,245.60000610351562,245.8000030517578,244.1999969482422,244.5,244.5,319591
2023-06-12 10:45:00,244.5,244.5,243.6999969482422,244.0,244.0,249079
2023-06-12 11:00:00,243.9499969482422,244.0,243.25,243.5500030517578,243.5500030517578,145054
2023-06-12 11:15:00,243.5500030517578,243.60000610351562,242.85000610351562,243.25,243.25,345358
2023-06-12 11:30:00,243.3000030517578,243.4499969482422,242.6999969482422,242.89999389648438,242.89999389648438,205378
2023-06-12 11:45:00,243.0,243.0,242.60000610351562,242.8000030517578,242.8000030517578,199166
2023-06-12 12:00:00,242.6999969482422,243.0,242.3000030517578,242.5500030517578,242.5500030517578,184769
2023-06-12 12:15:00,242.60000610351562,243.0,242.1999969482422,242.35000610351562,242.35000610351562,216422
2023-06-12 12:30:00,242.39999389648438,242.60000610351562,242.3000030517578,242.60000610351562,242.60000610351562,127233
2023-06-12 12:45:00,242.60000610351562,242.60000610351562,242.3000030517578,242.35000610351562,242.35000610351562,88014
2023-06-12 13:00:00,242.39999389648438,242.5,242.35000610351562,242.4499969482422,242.4499969482422,141312
2023-06-12 13:15:00,242.4499969482422,242.4499969482422,242.3000030517578,242.39999389648438,242.39999389648438,114739
2023-06-12 13:30:00,242.39999389648438,242.4499969482422,242.3000030517578,242.35000610351562,242.35000610351562,108176
2023-06-12 13:45:00,242.3000030517578,242.4499969482422,242.1999969482422,242.1999969482422,242.1999969482422,80578
