trade type,trade price,trade squareoff price,trade profit,trade loss,stoploss level,trade_exit_at,trade__taken_near_level (support/resistance),trade_taken_at
sell,18741.85,18690.3,51.54999999999927,0,18755,2023-06-23 09:22:00,18745,2023-06-23 09:09:00
buy,18684.05,18662.5,0,12.049999999999272,18672,2023-06-23 09:37:00,18682,2023-06-23 09:24:00
sell,18678.7,18692.5,0,13.299999999999272,18692,2023-06-23 09:52:00,18682,2023-06-23 09:46:00
buy,18686.05,18737.05,51.0,0,18672,2023-06-23 12:36:00,18682,2023-06-23 09:56:00
sell,18742.1,18690.15,51.94999999999709,0,18755,2023-06-23 14:11:00,18745,2023-06-23 12:42:00
sell,18678.4,18703.85,0,13.599999999998545,18692,2023-06-23 14:30:00,18682,2023-06-23 14:24:00
buy,18685.55,18670.2,0,13.549999999999272,18672,2023-06-23 15:00:00,18682,2023-06-23 14:33:00
