trade type,trade price,trade squareoff price,trade profit,trade loss,stoploss level,trade_exit_at,trade__taken_near_level (support/resistance),trade_taken_at
sell,18867.6,18884.95,0,13.400000000001455,18881,2023-06-22 10:27:00,18871,2023-06-22 09:25:00
sell,18869.25,18815.0,54.25,0,18881,2023-06-22 12:09:00,18871,2023-06-22 10:29:00
buy,18811.7,18796.55,0,13.700000000000728,18798,2023-06-22 12:55:00,18808,2023-06-22 12:10:00
sell,18803.3,18820.75,0,14.700000000000728,18818,2023-06-22 13:22:00,18808,2023-06-22 13:14:00
buy,18810.2,18790.65,0,12.200000000000728,18798,2023-06-22 14:27:00,18808,2023-06-22 13:27:00
buy,18810.45,18791.65,0,12.450000000000728,18798,2023-06-22 14:58:00,18808,2023-06-22 14:45:00
